Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards,-9999
125,Dorian Finney-Smith,31,BRK,PF,20,20,579,.459,.510,.435,.607,.625,.613,.151,.679,98,94,121,112,80,106,62,161,20.3,12.6,,finnedo01
125,Dorian Finney-Smith,31,LAL,PF,43,20,1239,.442,.571,.398,.591,.714,.598,.076,.746,95,105,111,109,92,104,31,177,26.2,12.3,,finnedo01
126,Alex Sarr,19,WAS,C,67,67,1814,.394,.454,.308,.457,.679,.482,.199,.412,84,83,85,84,87,84,82,98,-142.3,-168.8,,sarral01
127,Kyrie Irving,32,DAL,SG,50,50,1804,.473,.517,.401,.549,.916,.594,.226,.380,101,95,111,101,117,103,93,90,11.6,36.5,,irvinky01
128,Kyshawn George,21,WAS,SG,68,38,1802,.372,.464,.322,.476,.753,.503,.170,.648,80,85,89,88,97,87,70,154,-73.0,-86.4,,georgky01
129,Cameron Johnson,28,BRK,PF,57,57,1800,.475,.578,.390,.582,.893,.632,.301,.546,102,106,108,107,115,110,124,130,57.7,95.1,,johnsca02
130,Duncan Robinson,30,MIA,SF,74,37,1785,.437,.556,.393,.581,.887,.595,.080,.729,94,102,109,107,114,103,33,173,49.9,26.1,,robindu01
131,Kris Dunn,30,LAC,PG,74,58,1783,.439,.549,.335,.525,.682,.531,.050,.513,94,101,93,97,87,92,21,122,-15.6,-40.7,,dunnkr01
132,Luka Dončić,25,2TM,PG,50,50,1769,.450,.522,.368,.536,.782,.587,.385,.469,96,96,102,99,100,102,159,111,-14.2,26.6,,doncilu01
132,Luka Dončić,25,DAL,PG,22,22,785,.464,.555,.354,.544,.767,.584,.313,.455,99,102,98,100,98,101,129,108,0.9,8.0,,doncilu01
132,Luka Dončić,25,LAL,PG,28,28,984,.438,.493,.379,.530,.791,.590,.445,.481,94,90,105,98,101,102,183,114,-15.1,18.6,,doncilu01
133,Scoot Henderson,20,POR,PG,66,10,1759,.419,.469,.354,.496,.767,.540,.301,.434,90,86,98,91,98,94,124,103,-65.0,-56.8,,hendesc01
134,Wendell Carter Jr.,25,ORL,C,68,51,1758,.460,.568,.234,.498,.737,.544,.356,.322,99,104,65,92,95,94,147,76,-44.3,-36.6,,cartewe01
135,Collin Sexton,26,UTA,SG,63,61,1758,.480,.513,.406,.543,.865,.593,.290,.313,103,94,113,100,111,103,119,74,0.3,32.6,,sextoco01
136,Mike Conley,37,MIN,PG,71,64,1756,.400,.380,.410,.535,.900,.573,.192,.662,86,70,114,99,115,99,79,157,-7.3,-2.9,,conlemi01
137,Amir Coffey,27,LAC,SG,72,13,1748,.471,.529,.409,.570,.891,.614,.253,.484,101,97,114,105,114,107,104,115,27.1,42.9,,coffeam01
138,Jimmy Butler,35,2TM,SF,55,55,1746,.504,.546,.308,.531,.842,.626,.657,.174,108,100,85,98,108,109,270,41,-14.5,77.3,,butleji01
138,Jimmy Butler,35,MIA,PF,25,25,766,.540,.568,.361,.565,.801,.638,.612,.137,116,104,100,104,103,111,252,33,11.3,41.3,,butleji01
138,Jimmy Butler,35,GSW,SF,30,30,980,.476,.526,.279,.504,.870,.617,.692,.204,102,97,78,93,112,107,285,48,-25.8,36.0,,butleji01
139,Aaron Wiggins,26,OKC,SG,76,26,1744,.488,.578,.383,.577,.831,.596,.122,.466,104,106,106,106,107,103,50,111,49.3,29.9,,wiggiaa01
140,Walker Kessler,23,UTA,C,58,58,1740,.663,.706,.176,.671,.520,.660,.363,.081,142,130,49,123,67,114,149,19,106.9,81.1,,kesslwa01
141,De'Andre Hunter,27,2TM,SF,64,9,1740,.470,.537,.405,.573,.846,.623,.333,.509,101,99,112,105,109,108,137,121,45.3,81.1,,huntede01
141,De'Andre Hunter,27,ATL,SF,37,4,1064,.461,.531,.393,.560,.858,.616,.358,.502,99,97,109,103,110,107,147,119,16.6,45.8,,huntede01
141,De'Andre Hunter,27,CLE,SF,27,5,676,.485,.550,.426,.596,.821,.634,.289,.522,104,101,118,110,105,110,119,124,28.7,35.3,,huntede01
142,Ochai Agbaji,24,TOR,SG,64,45,1739,.498,.587,.399,.593,.708,.601,.090,.474,107,108,111,109,91,104,37,112,53.0,27.3,,agbajoc01
143,Brandin Podziemski,21,GSW,SG,64,33,1716,.445,.516,.372,.537,.758,.557,.151,.491,95,95,103,99,97,97,62,117,-8.2,-26.0,,podzibr01
144,Jabari Smith Jr.,21,HOU,PF,57,39,1716,.438,.519,.354,.525,.825,.562,.223,.489,94,95,98,97,106,97,92,116,-20.8,-18.1,,smithja05
145,Anthony Davis,31,2TM,PF,51,51,1706,.516,.553,.282,.536,.775,.588,.405,.136,111,102,78,99,99,102,167,32,-13.4,25.2,,davisan02
145,Anthony Davis,31,LAL,C,42,42,1440,.528,.560,.298,.546,.788,.601,.423,.124,113,103,83,101,101,104,174,29,4.7,44.7,,davisan02
145,Anthony Davis,31,DAL,PF,9,9,266,.461,.516,.233,.484,.688,.520,.316,.197,99,95,65,89,88,90,130,47,-18.1,-19.5,,davisan02
146,Bradley Beal,31,PHO,SG,53,38,1702,.497,.565,.386,.571,.803,.598,.197,.380,106,104,107,105,103,104,81,90,38.2,32.8,,bealbr01
147,Georges Niang,31,2TM,PF,79,3,1697,.461,.569,.406,.595,.793,.607,.094,.660,99,104,113,110,102,105,39,157,64.6,40.1,,niangge01
147,Georges Niang,31,CLE,PF,51,1,1053,.477,.618,.400,.606,.793,.617,.083,.647,102,113,111,112,102,107,34,154,44.0,29.3,,niangge01
147,Georges Niang,31,ATL,PF,28,2,644,.441,.500,.413,.581,.793,.595,.107,.676,94,92,115,107,102,103,44,161,20.6,10.8,,niangge01
148,Jakob Poeltl,29,TOR,C,57,56,1686,.627,.628,.333,.628,.674,.641,.249,.005,134,115,93,116,86,111,102,1,98.1,83.8,,poeltja01
149,Scotty Pippen Jr.,24,MEM,PG,79,21,1683,.480,.528,.397,.553,.713,.582,.288,.369,103,97,110,102,91,101,119,88,11.8,7.8,,pippesc02
150,Kevin Huerter,26,2TM,SG,69,31,1679,.425,.587,.338,.535,.714,.544,.081,.647,91,108,94,98,92,94,33,154,-10.0,-39.8,,huertke01
150,Kevin Huerter,26,SAC,SG,43,15,899,.413,.629,.302,.513,.714,.524,.090,.661,88,115,84,94,92,91,37,157,-18.7,-33.4,,huertke01
150,Kevin Huerter,26,CHI,SG,26,16,780,.439,.546,.376,.558,.714,.566,.071,.633,94,100,104,103,92,98,29,150,8.7,-6.4,,huertke01
151,Santi Aldama,24,MEM,PF,65,16,1660,.483,.599,.368,.576,.691,.588,.145,.503,103,110,102,106,89,102,60,119,42.2,16.6,,aldamsa01
152,A.J. Green,25,MIL,SG,73,7,1659,.429,.443,.427,.612,.815,.621,.064,.856,92,81,119,113,104,108,26,203,58.5,38.7,,greenaj01
153,Al Horford,38,BOS,C,60,42,1659,.423,.551,.363,.547,.895,.563,.082,.681,91,101,101,101,115,98,34,162,3.3,-12.5,,horfoal01
154,Terry Rozier,30,MIA,PG,64,23,1658,.391,.480,.295,.462,.852,.497,.170,.485,84,88,82,85,109,86,70,115,-102.7,-107.5,,roziete01
155,Peyton Watson,22,DEN,SF,68,18,1656,.477,.534,.353,.533,.693,.564,.320,.318,102,98,98,98,89,98,132,75,-8.9,-11.7,,watsope01
156,Moses Moody,22,GSW,SG,74,34,1649,.433,.519,.374,.544,.797,.578,.234,.593,93,95,104,100,102,100,96,141,1.1,2.0,,moodymo01
157,Tristan Da Silva,23,ORL,SF,74,38,1629,.412,.488,.335,.495,.873,.522,.130,.495,88,89,93,91,112,91,54,117,-46.6,-55.5,,dasiltr01
158,Donte DiVincenzo,28,MIN,SG,62,10,1606,.422,.490,.397,.568,.778,.582,.106,.739,90,90,110,105,100,101,44,175,29.9,7.7,,divindo01
159,Isaiah Joe,25,OKC,SG,74,16,1604,.440,.549,.412,.604,.821,.617,.095,.793,94,101,114,111,105,107,39,188,71.4,50.0,,joeis01
160,Corey Kispert,25,WAS,SF,61,0,1602,.451,.574,.364,.558,.852,.584,.156,.584,97,105,101,103,109,101,64,139,16.3,9.3,,kispeco01
161,Caris LeVert,30,2TM,SG,64,3,1596,.467,.552,.373,.556,.710,.582,.259,.474,100,101,104,102,91,101,107,113,15.4,7.1,,leverca01
161,Caris LeVert,30,CLE,SF,38,3,904,.453,.500,.405,.554,.699,.580,.279,.497,97,92,113,102,90,101,115,118,6.3,2.5,,leverca01
161,Caris LeVert,30,ATL,SG,26,0,692,.482,.600,.338,.558,.722,.583,.239,.452,103,110,94,103,93,101,98,107,9.1,4.6,,leverca01
162,Miles McBride,24,NYK,PG,64,10,1593,.406,.455,.369,.511,.813,.531,.117,.570,87,84,102,94,104,92,48,135,-35.1,-51.8,,mcbrimi01
163,Isaiah Hartenstein,26,OKC,C,57,53,1590,.581,.605,.000,.581,.675,.599,.244,.040,124,111,0,107,87,104,100,9,36.7,24.5,,harteis01
164,Gradey Dick,21,TOR,SG,54,54,1587,.410,.470,.350,.498,.858,.543,.240,.504,88,86,97,92,110,94,99,120,-58.7,-47.2,,dickgr01
165,Paolo Banchero,22,ORL,PF,46,46,1582,.452,.509,.320,.500,.727,.551,.423,.299,97,93,89,92,93,96,174,71,-78.5,-54.0,,banchpa01
166,Patrick Williams,23,CHI,PF,63,36,1576,.397,.447,.353,.490,.723,.512,.161,.527,85,82,98,90,93,89,66,125,-54.4,-70.7,,willipa01
167,Obi Toppin,26,IND,PF,79,4,1545,.529,.695,.365,.621,.781,.642,.190,.503,113,127,101,114,100,111,78,119,93.4,84.9,,toppiob01
168,Grayson Allen,29,PHO,SG,64,7,1544,.448,.504,.426,.600,.816,.631,.233,.716,96,92,118,111,105,109,96,170,55.9,58.7,,allengr01
169,Sam Hauser,27,BOS,PF,71,19,1541,.451,.640,.416,.627,1.000,.632,.023,.842,97,117,115,115,128,110,10,200,79.2,53.2,,hausesa01
170,Ziaire Williams,23,BRK,SF,63,45,1541,.412,.509,.341,.511,.821,.550,.237,.581,88,93,95,94,105,96,97,138,-33.8,-29.6,,willizi02
171,Gabe Vincent,28,LAL,PG,72,11,1527,.400,.532,.353,.530,.714,.536,.050,.736,86,98,98,98,92,93,21,175,-11.2,-34.6,,vincega01
172,Victor Wembanyama,21,SAS,C,46,46,1527,.476,.586,.352,.559,.836,.594,.221,.470,102,107,98,103,107,103,91,112,27.2,32.6,,wembavi01
173,Jerami Grant,30,POR,PF,47,47,1524,.373,.381,.365,.467,.849,.523,.289,.516,80,70,101,86,109,91,119,122,-87.4,-68.6,,grantje01
174,Jonas Valančiūnas,32,2TM,C,81,21,1524,.550,.571,.216,.557,.879,.602,.263,.059,118,105,60,102,113,105,108,14,17.0,36.7,,valanjo01
174,Jonas Valančiūnas,32,WAS,C,49,12,983,.547,.567,.259,.556,.896,.602,.251,.064,117,104,72,102,115,104,103,15,10.7,23.9,,valanjo01
174,Jonas Valančiūnas,32,SAC,C,32,9,541,.556,.579,.100,.559,.847,.604,.288,.049,119,106,28,103,109,105,119,12,6.3,12.8,,valanjo01
175,Kyle Filipowski,21,UTA,C,72,27,1522,.502,.614,.350,.576,.650,.594,.276,.425,107,113,97,106,83,103,114,101,34.4,20.6,,filipky01
176,Ja Morant,25,MEM,PG,50,50,1519,.454,.523,.309,.504,.824,.563,.359,.321,97,96,86,93,106,98,148,76,-69.6,-27.2,,moranja01
177,Matas Buzelis,20,CHI,SF,80,31,1511,.454,.540,.361,.541,.815,.571,.195,.479,97,99,100,100,104,99,80,114,-2.8,-6.3,,buzelma01
178,LaMelo Ball,23,CHO,PG,47,47,1505,.405,.478,.339,.494,.843,.536,.228,.526,87,88,94,91,108,93,94,125,-98.4,-87.9,,ballla01
179,Dalton Knecht,23,LAL,SF,78,16,1494,.461,.594,.376,.576,.762,.594,.151,.610,99,109,105,106,98,103,62,145,37.0,21.5,,knechda01
180,Kevin Porter Jr.,24,2TM,SG,75,4,1482,.449,.501,.311,.492,.769,.531,.259,.271,96,92,86,91,99,92,107,64,-67.2,-66.1,,porteke02
180,Kevin Porter Jr.,24,LAC,SG,45,2,884,.423,.485,.245,.455,.645,.476,.187,.260,90,89,68,84,83,83,77,62,-72.1,-88.6,,porteke02
180,Kevin Porter Jr.,24,MIL,SG,30,2,598,.494,.529,.408,.553,.871,.616,.380,.290,106,97,113,102,112,107,156,69,4.9,22.5,,porteke02
181,D'Angelo Russell,28,2TM,PG,58,36,1480,.390,.489,.314,.479,.834,.522,.227,.564,84,90,87,88,107,91,94,134,-82.0,-76.8,,russeda01
181,D'Angelo Russell,28,LAL,PG,29,10,763,.415,.510,.333,.505,.849,.537,.170,.540,89,94,93,93,109,93,70,128,-23.8,-26.3,,russeda01
181,D'Angelo Russell,28,BRK,PG,29,26,717,.367,.467,.297,.454,.826,.508,.281,.587,79,86,82,84,106,88,116,139,-58.2,-50.5,,russeda01
182,Lauri Markkanen,27,UTA,PF,47,47,1476,.423,.525,.346,.521,.876,.571,.264,.570,91,96,96,96,112,99,109,135,-30.3,-8.5,,markkla01
183,Luke Kennard,28,MEM,SG,65,11,1472,.478,.547,.433,.609,.895,.631,.132,.606,102,100,120,112,115,110,54,144,56.9,50.4,,kennalu01
184,Jamal Shead,22,TOR,PG,75,11,1467,.405,.470,.323,.476,.768,.499,.137,.442,87,86,90,88,98,87,56,105,-67.4,-82.8,,sheadja01
185,Aaron Gordon,29,DEN,PF,51,42,1447,.531,.582,.436,.607,.810,.650,.360,.346,114,107,121,112,104,113,148,82,63.2,84.5,,gordoaa01
186,Isaiah Stewart,23,DET,C,72,4,1434,.559,.607,.321,.586,.759,.616,.276,.168,120,111,89,108,97,107,114,40,26.9,27.9,,stewais01
187,Brice Sensabaugh,21,UTA,SF,71,15,1432,.459,.520,.422,.590,.890,.612,.122,.621,98,95,117,109,114,106,50,147,56.4,44.7,,sensabr01
188,Goga Bitadze,25,ORL,C,70,42,1430,.611,.656,.107,.615,.639,.631,.392,.083,131,120,30,113,82,110,162,20,48.8,43.9,,bitadgo01
189,Kel'el Ware,20,MIA,C,64,36,1422,.554,.629,.315,.592,.687,.603,.144,.239,119,115,88,109,88,105,59,57,45.0,26.3,,wareke01
190,Tari Eason,23,HOU,PF,57,16,1420,.487,.557,.342,.543,.760,.567,.186,.329,104,102,95,100,97,98,77,78,-0.1,-10.9,,easonta01
191,Zach Edey,22,MEM,C,66,55,1416,.580,.612,.346,.600,.709,.624,.293,.120,124,112,96,111,91,108,121,29,49.7,46.6,,edeyza01
192,T.J. McConnell,32,IND,PG,79,1,1415,.519,.537,.306,.531,.740,.547,.123,.079,111,99,85,98,95,95,51,19,-14.7,-38.1,,mccontj01
193,Terance Mann,28,2TM,SG,67,13,1414,.496,.580,.368,.569,.691,.584,.165,.395,106,106,102,105,89,101,68,94,21.4,6.6,,mannte01
193,Terance Mann,28,LAC,SG,37,12,732,.446,.508,.347,.513,.719,.533,.164,.385,95,93,96,94,92,93,68,91,-11.8,-17.9,,mannte01
193,Terance Mann,28,ATL,SG,30,1,682,.541,.646,.386,.619,.667,.629,.165,.404,116,119,107,114,85,109,68,96,33.2,24.5,,mannte01
194,Ryan Dunn,22,PHO,SF,74,44,1410,.430,.577,.311,.516,.487,.517,.082,.553,92,106,86,95,62,90,34,131,-26.1,-58.5,,dunnry01
195,Sam Merrill,28,CLE,SG,71,4,1401,.406,.625,.372,.567,.966,.583,.068,.868,87,115,103,104,124,101,28,206,20.5,5.7,,merrisa01
196,Ayo Dosunmu,25,CHI,SG,46,26,1394,.492,.612,.328,.561,.785,.585,.176,.421,105,112,91,103,101,102,72,100,16.3,8.5,,dosunay01
197,Ty Jerome,27,CLE,SG,70,3,1392,.516,.570,.439,.606,.872,.643,.239,.409,110,105,122,112,112,112,99,97,77.8,90.8,,jeromty01
198,Julian Strawther,22,DEN,SG,65,4,1384,.432,.535,.349,.529,.822,.559,.185,.553,92,98,97,97,105,97,76,131,-13.9,-17.7,,strawju01
199,Nick Smith Jr.,20,CHO,SG,60,27,1369,.391,.450,.340,.482,.935,.502,.081,.539,84,83,94,89,120,87,33,128,-68.9,-86.9,,smithni01
200,Jaime Jaquez Jr.,23,MIA,SF,66,17,1368,.461,.513,.311,.501,.754,.543,.307,.258,99,94,86,92,97,94,127,61,-38.8,-34.4,,jaqueja01
201,Nicolas Batum,36,LAC,PF,78,8,1367,.437,.457,.433,.622,.810,.633,.088,.853,94,84,120,115,104,110,36,203,37.5,28.1,,batumni01
202,Jose Alvarado,26,NOP,PG,56,23,1366,.392,.439,.359,.498,.811,.523,.142,.593,84,80,100,92,104,91,58,141,-46.9,-58.9,,alvarjo01
203,Jeremy Sochan,21,SAS,PF,54,23,1364,.535,.590,.308,.565,.696,.589,.267,.194,115,108,85,104,89,102,110,46,20.6,13.2,,sochaje01
204,Luke Kornet,29,BOS,C,73,16,1361,.668,.675,.000,.668,.691,.683,.346,.011,143,124,0,123,89,119,143,3,69.9,69.2,,kornelu01
205,Trey Lyles,29,SAC,PF,69,5,1349,.420,.559,.340,.528,.700,.551,.214,.636,90,103,94,97,90,96,88,151,-11.2,-20.6,,lylestr01
206,Jake LaRavia,23,2TM,PF,66,0,1349,.475,.513,.423,.564,.678,.591,.341,.421,102,94,117,104,87,103,141,100,13.9,11.3,,laravja01
206,Jake LaRavia,23,MEM,PF,47,0,982,.490,.517,.444,.573,.698,.605,.398,.373,105,95,123,105,89,105,164,89,14.2,16.6,,laravja01
206,Jake LaRavia,23,SAC,PF,19,0,367,.438,.500,.385,.542,.579,.551,.198,.542,94,92,107,100,74,96,81,129,-0.3,-5.3,,laravja01
207,Bogdan Bogdanović,32,2TM,SG,54,4,1348,.427,.517,.363,.534,.879,.559,.134,.587,91,95,101,98,113,97,55,139,-9.4,-17.5,,bogdabo01
207,Bogdan Bogdanović,32,ATL,SG,24,0,598,.371,.500,.301,.469,.882,.502,.152,.652,79,92,84,86,113,87,63,155,-33.3,-35.4,,bogdabo01
207,Bogdan Bogdanović,32,LAC,SG,30,4,750,.474,.528,.427,.588,.875,.608,.119,.534,101,97,118,108,112,106,49,127,23.9,17.9,,bogdabo01
208,Justin Champagnie,23,WAS,SF,62,31,1340,.511,.624,.383,.601,.685,.614,.178,.470,109,114,106,111,88,107,73,111,47.6,33.4,,champju01
209,Paul George,34,PHI,PF,41,41,1334,.430,.493,.358,.514,.814,.543,.170,.470,92,91,99,95,104,94,70,112,-33.1,-41.0,,georgpa01
210,Ausar Thompson,22,DET,SF,59,48,1328,.535,.572,.224,.547,.641,.568,.309,.107,114,105,62,101,82,99,127,25,3.4,-8.1,,thompau01
211,Donovan Clingan,20,POR,C,67,37,1324,.539,.582,.286,.560,.596,.574,.311,.147,115,107,79,103,76,100,128,35,11.2,-1.6,,clingdo01
212,Jordan Hawkins,22,NOP,SG,56,9,1321,.372,.433,.331,.471,.816,.504,.176,.597,80,79,92,87,105,87,73,142,-79.9,-86.4,,hawkijo01
213,Tyrese Martin,25,BRK,SG,60,11,1315,.406,.492,.351,.513,.793,.533,.125,.606,87,90,97,94,102,93,51,144,-28.1,-42.3,,martity01
214,Mason Plumlee,34,PHO,C,74,21,1300,.619,.631,.000,.619,.648,.645,.634,.020,132,116,0,114,83,112,261,5,30.6,35.3,,plumlma01
215,Jonathan Mogbo,23,TOR,PF,63,18,1286,.438,.486,.243,.462,.732,.496,.230,.197,94,89,67,85,94,86,95,47,-57.7,-62.8,,mogbojo01
216,Jalen Johnson,23,ATL,SF,36,36,1284,.500,.566,.312,.541,.746,.569,.232,.260,107,104,87,100,96,99,96,62,-2.7,-8.5,,johnsja05
217,Max Strus,28,CLE,SF,50,37,1273,.442,.650,.386,.594,.824,.607,.091,.786,95,119,107,109,106,105,38,187,37.9,23.9,,strusma01
218,Johnny Juzang,23,UTA,SG,64,18,1270,.429,.534,.376,.554,.849,.573,.112,.661,92,98,104,102,109,99,46,157,10.1,-3.3,,juzanjo01
219,Ron Holland,19,DET,SF,81,2,1266,.474,.608,.238,.517,.754,.556,.293,.363,101,111,66,95,97,96,121,86,-21.8,-19.2,,hollaro01
220,Javonte Green,31,2TM,SG,68,19,1258,.429,.527,.326,.509,.724,.541,.265,.491,92,97,91,94,93,94,109,117,-19.7,-22.3,,greenja02
220,Javonte Green,31,NOP,SG,50,18,1092,.446,.534,.352,.531,.758,.569,.295,.482,96,98,98,98,97,99,121,114,-5.3,-3.6,,greenja02
220,Javonte Green,31,CLE,SG,18,1,166,.365,.500,.242,.429,.500,.438,.159,.524,78,92,67,79,64,76,65,124,-14.4,-18.7,,greenja02
221,Nick Richards,27,2TM,C,57,43,1256,.591,.594,.000,.591,.744,.634,.461,.006,126,109,0,109,95,110,190,1,33.1,48.0,,richani01
221,Nick Richards,27,CHO,C,21,9,440,.561,.566,.000,.561,.678,.614,.763,.009,120,104,0,103,87,107,314,2,4.2,11.5,,richani01
221,Nick Richards,27,PHO,C,36,34,816,.605,.608,.000,.605,.822,.645,.313,.004,130,112,0,111,105,112,129,1,28.9,36.5,,richani01
222,Dean Wade,28,CLE,PF,59,30,1252,.413,.653,.360,.561,.533,.563,.111,.819,88,120,100,103,68,98,46,195,9.7,-7.5,,wadede01
223,Ricky Council IV,23,PHI,SF,73,12,1250,.382,.488,.258,.442,.804,.502,.330,.460,82,90,72,81,103,87,136,109,-93.9,-79.1,,councri01
224,Tidjane Salaün,19,CHO,PF,60,10,1244,.330,.400,.283,.414,.713,.457,.272,.594,71,73,79,76,91,79,112,141,-88.7,-92.2,,salauti01
225,Bobby Portis,29,MIL,PF,49,7,1244,.466,.508,.365,.520,.836,.542,.123,.299,100,93,101,96,107,94,51,71,-27.3,-42.7,,portibo01
226,Moussa Diabaté,23,CHO,C,71,8,1241,.596,.609,.000,.596,.595,.609,.414,.021,128,112,0,110,76,106,171,5,29.9,21.5,,diabamo01
227,Jeremiah Robinson-Earl,24,NOP,PF,66,9,1239,.455,.557,.341,.536,.836,.563,.159,.473,97,102,95,99,107,98,65,112,-4.9,-9.8,,robinje02
228,Simone Fontecchio,29,DET,SF,75,0,1237,.402,.507,.335,.504,.833,.544,.225,.609,86,93,93,93,107,94,93,145,-29.1,-26.4,,fontesi01
229,Cole Anthony,24,ORL,PG,67,22,1234,.424,.471,.353,.494,.823,.531,.208,.401,91,86,98,91,106,92,86,95,-52.8,-53.0,,anthoco01
230,Ben Sheppard,23,IND,SG,63,9,1228,.418,.591,.342,.537,.889,.555,.094,.693,89,108,95,99,114,96,39,165,-3.7,-12.4,,sheppbe01
231,Daniel Gafford,26,DAL,C,57,31,1226,.702,.702,,.702,.689,.716,.486,.000,150,129,,129,88,124,200,0,128.3,137.2,,gaffoda01
232,John Collins,27,UTA,PF,40,31,1220,.527,.577,.399,.583,.848,.628,.309,.279,113,106,111,107,109,109,127,66,42.3,62.9,,collijo01
233,Caleb Martin,29,2TM,SF,45,24,1218,.424,.458,.359,.485,.622,.513,.322,.339,91,84,100,89,80,89,133,80,-35.2,-44.0,,martica02
233,Caleb Martin,29,PHI,SF,31,24,943,.435,.469,.379,.506,.622,.531,.319,.375,93,86,105,93,80,92,131,89,-17.0,-23.9,,martica02
233,Caleb Martin,29,DAL,SF,14,0,275,.389,.429,.250,.417,.625,.454,.333,.222,83,79,69,77,80,79,137,53,-18.2,-20.1,,martica02
234,Kristaps Porziņģis,29,BOS,C,42,42,1210,.483,.537,.412,.572,.809,.618,.347,.436,103,99,114,105,104,107,143,103,33.6,55.6,,porzikr01
